color_name,product_name,HSV,product_url
NEW 230 코지타티오,[2024어워즈 한정기획] 딘토 블러글로이 립 틴트 30 colors (단품/기획),"(0, 41, 355)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000201123&dispCatNo=100000100020006&trackingCd=Cat100000100020006_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A6%BD%EB%A9%94%EC%9D%B4%ED%81%AC%EC%97%85_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=1
201 노빌리타스,[2024어워즈 한정기획] 딘토 블러글로이 립 틴트 30 colors (단품/기획),"(0, 33, 333)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000201123&dispCatNo=100000100020006&trackingCd=Cat100000100020006_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A6%BD%EB%A9%94%EC%9D%B4%ED%81%AC%EC%97%85_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=1
202 소피아,[2024어워즈 한정기획] 딘토 블러글로이 립 틴트 30 colors (단품/기획),"(3, 50, 288)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000201123&dispCatNo=100000100020006&trackingCd=Cat100000100020006_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A6%BD%EB%A9%94%EC%9D%B4%ED%81%AC%EC%97%85_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=1
203 디비니타스,[2024어워즈 한정기획] 딘토 블러글로이 립 틴트 30 colors (단품/기획),"(97, 57, 254)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000201123&dispCatNo=100000100020006&trackingCd=Cat100000100020006_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A6%BD%EB%A9%94%EC%9D%B4%ED%81%AC%EC%97%85_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=1
204 모데스티아,[2024어워즈 한정기획] 딘토 블러글로이 립 틴트 30 colors (단품/기획),"(0, 35, 220)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000201123&dispCatNo=100000100020006&trackingCd=Cat100000100020006_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A6%BD%EB%A9%94%EC%9D%B4%ED%81%AC%EC%97%85_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=1
206 그라티아,[2024어워즈 한정기획] 딘토 블러글로이 립 틴트 30 colors (단품/기획),"(98, 60, 299)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000201123&dispCatNo=100000100020006&trackingCd=Cat100000100020006_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A6%BD%EB%A9%94%EC%9D%B4%ED%81%AC%EC%97%85_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=1
207 피덴티아,[2024어워즈 한정기획] 딘토 블러글로이 립 틴트 30 colors (단품/기획),"(98, 58, 288)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000201123&dispCatNo=100000100020006&trackingCd=Cat100000100020006_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A6%BD%EB%A9%94%EC%9D%B4%ED%81%AC%EC%97%85_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=1
208 보눔,[2024어워즈 한정기획] 딘토 블러글로이 립 틴트 30 colors (단품/기획),"(95, 98, 288)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000201123&dispCatNo=100000100020006&trackingCd=Cat100000100020006_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A6%BD%EB%A9%94%EC%9D%B4%ED%81%AC%EC%97%85_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=1
209 피데스,[2024어워즈 한정기획] 딘토 블러글로이 립 틴트 30 colors (단품/기획),"(0, 62, 254)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000201123&dispCatNo=100000100020006&trackingCd=Cat100000100020006_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A6%BD%EB%A9%94%EC%9D%B4%ED%81%AC%EC%97%85_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=1
210 레베렌티아,[2024어워즈 한정기획] 딘토 블러글로이 립 틴트 30 colors (단품/기획),"(0, 52, 299)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000201123&dispCatNo=100000100020006&trackingCd=Cat100000100020006_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A6%BD%EB%A9%94%EC%9D%B4%ED%81%AC%EC%97%85_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=1
211 베누스,[2024어워즈 한정기획] 딘토 블러글로이 립 틴트 30 colors (단품/기획),"(1, 42, 344)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000201123&dispCatNo=100000100020006&trackingCd=Cat100000100020006_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A6%BD%EB%A9%94%EC%9D%B4%ED%81%AC%EC%97%85_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=1
212 코르,[2024어워즈 한정기획] 딘토 블러글로이 립 틴트 30 colors (단품/기획),"(2, 55, 344)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000201123&dispCatNo=100000100020006&trackingCd=Cat100000100020006_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A6%BD%EB%A9%94%EC%9D%B4%ED%81%AC%EC%97%85_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=1
213 리베르타스,[2024어워즈 한정기획] 딘토 블러글로이 립 틴트 30 colors (단품/기획),"(1, 40, 254)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000201123&dispCatNo=100000100020006&trackingCd=Cat100000100020006_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A6%BD%EB%A9%94%EC%9D%B4%ED%81%AC%EC%97%85_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=1
214 베니아,[2024어워즈 한정기획] 딘토 블러글로이 립 틴트 30 colors (단품/기획),"(96, 40, 254)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000201123&dispCatNo=100000100020006&trackingCd=Cat100000100020006_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A6%BD%EB%A9%94%EC%9D%B4%ED%81%AC%EC%97%85_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=1
215 무니아,[2024어워즈 한정기획] 딘토 블러글로이 립 틴트 30 colors (단품/기획),"(97, 59, 265)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000201123&dispCatNo=100000100020006&trackingCd=Cat100000100020006_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A6%BD%EB%A9%94%EC%9D%B4%ED%81%AC%EC%97%85_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=1
216 팍스,[2024어워즈 한정기획] 딘토 블러글로이 립 틴트 30 colors (단품/기획),"(92, 71, 299)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000201123&dispCatNo=100000100020006&trackingCd=Cat100000100020006_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A6%BD%EB%A9%94%EC%9D%B4%ED%81%AC%EC%97%85_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=1
217 팍스 로마나,[2024어워즈 한정기획] 딘토 블러글로이 립 틴트 30 colors (단품/기획),"(0, 35, 288)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000201123&dispCatNo=100000100020006&trackingCd=Cat100000100020006_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A6%BD%EB%A9%94%EC%9D%B4%ED%81%AC%EC%97%85_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=1
218 메멘토 모리,[2024어워즈 한정기획] 딘토 블러글로이 립 틴트 30 colors (단품/기획),"(0, 64, 208)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000201123&dispCatNo=100000100020006&trackingCd=Cat100000100020006_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A6%BD%EB%A9%94%EC%9D%B4%ED%81%AC%EC%97%85_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=1
219 아베 마리아,[2024어워즈 한정기획] 딘토 블러글로이 립 틴트 30 colors (단품/기획),"(95, 32, 276)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000201123&dispCatNo=100000100020006&trackingCd=Cat100000100020006_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A6%BD%EB%A9%94%EC%9D%B4%ED%81%AC%EC%97%85_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=1
220 데오 볼렌테,[2024어워즈 한정기획] 딘토 블러글로이 립 틴트 30 colors (단품/기획),"(94, 58, 175)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000201123&dispCatNo=100000100020006&trackingCd=Cat100000100020006_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A6%BD%EB%A9%94%EC%9D%B4%ED%81%AC%EC%97%85_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=1
205 유스티티아,[2024어워즈 한정기획] 딘토 블러글로이 립 틴트 30 colors (단품/기획),"(97, 41, 355)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000201123&dispCatNo=100000100020006&trackingCd=Cat100000100020006_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A6%BD%EB%A9%94%EC%9D%B4%ED%81%AC%EC%97%85_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=1
[어워즈한정기획] 03 베어 그레이프,[2024 어워즈/NEW] 롬앤 더 쥬시 래스팅 틴트 23 Color(기획/단품),"(93, 42, 258)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000213153&dispCatNo=100000100020006&trackingCd=Cat100000100020006_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A6%BD%EB%A9%94%EC%9D%B4%ED%81%AC%EC%97%85_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=2
[어워즈한정기획] 23 피치 피치 미,[2024 어워즈/NEW] 롬앤 더 쥬시 래스팅 틴트 23 Color(기획/단품),"(95, 40, 326)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000213153&dispCatNo=100000100020006&trackingCd=Cat100000100020006_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A6%BD%EB%A9%94%EC%9D%B4%ED%81%AC%EC%97%85_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=2
[올리브영단독]01 포멜로 스킨,[2024 어워즈/NEW] 롬앤 더 쥬시 래스팅 틴트 23 Color(기획/단품),"(3, 54, 295)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000213153&dispCatNo=100000100020006&trackingCd=Cat100000100020006_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A6%BD%EB%A9%94%EC%9D%B4%ED%81%AC%EC%97%85_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=2
[올리브영단독]02 누카다미아,[2024 어워즈/NEW] 롬앤 더 쥬시 래스팅 틴트 23 Color(기획/단품),"(1, 60, 245)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000213153&dispCatNo=100000100020006&trackingCd=Cat100000100020006_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A6%BD%EB%A9%94%EC%9D%B4%ED%81%AC%EC%97%85_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=2
04 피그 피그,[2024 어워즈/NEW] 롬앤 더 쥬시 래스팅 틴트 23 Color(기획/단품),"(97, 68, 223)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000213153&dispCatNo=100000100020006&trackingCd=Cat100000100020006_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A6%BD%EB%A9%94%EC%9D%B4%ED%81%AC%EC%97%85_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=2
05 쥬쥬브,[2024 어워즈/NEW] 롬앤 더 쥬시 래스팅 틴트 23 Color(기획/단품),"(0, 64, 288)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000213153&dispCatNo=100000100020006&trackingCd=Cat100000100020006_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A6%BD%EB%A9%94%EC%9D%B4%ED%81%AC%EC%97%85_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=2
[올리브영단독]06 필링 앵두,[2024 어워즈/NEW] 롬앤 더 쥬시 래스팅 틴트 23 Color(기획/단품),"(98, 68, 228)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000213153&dispCatNo=100000100020006&trackingCd=Cat100000100020006_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A6%BD%EB%A9%94%EC%9D%B4%ED%81%AC%EC%97%85_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=2
07 체리 밤,[2024 어워즈/NEW] 롬앤 더 쥬시 래스팅 틴트 23 Color(기획/단품),"(98, 95, 124)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000213153&dispCatNo=100000100020006&trackingCd=Cat100000100020006_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A6%BD%EB%A9%94%EC%9D%B4%ED%81%AC%EC%97%85_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=2
08 핑크 펌킨,[2024 어워즈/NEW] 롬앤 더 쥬시 래스팅 틴트 23 Color(기획/단품),"(0, 70, 309)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000213153&dispCatNo=100000100020006&trackingCd=Cat100000100020006_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A6%BD%EB%A9%94%EC%9D%B4%ED%81%AC%EC%97%85_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=2
09 멀드 피치,[2024 어워즈/NEW] 롬앤 더 쥬시 래스팅 틴트 23 Color(기획/단품),"(2, 62, 289)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000213153&dispCatNo=100000100020006&trackingCd=Cat100000100020006_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A6%BD%EB%A9%94%EC%9D%B4%ED%81%AC%EC%97%85_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=2
10 베어 애프리콧,[2024 어워즈/NEW] 롬앤 더 쥬시 래스팅 틴트 23 Color(기획/단품),"(0, 59, 351)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000213153&dispCatNo=100000100020006&trackingCd=Cat100000100020006_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A6%BD%EB%A9%94%EC%9D%B4%ED%81%AC%EC%97%85_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=2
11 파파야 잼,[2024 어워즈/NEW] 롬앤 더 쥬시 래스팅 틴트 23 Color(기획/단품),"(1, 64, 324)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000213153&dispCatNo=100000100020006&trackingCd=Cat100000100020006_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A6%BD%EB%A9%94%EC%9D%B4%ED%81%AC%EC%97%85_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=2
12 애플 브라운,[2024 어워즈/NEW] 롬앤 더 쥬시 래스팅 틴트 23 Color(기획/단품),"(3, 73, 313)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000213153&dispCatNo=100000100020006&trackingCd=Cat100000100020006_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A6%BD%EB%A9%94%EC%9D%B4%ED%81%AC%EC%97%85_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=2
13 잇 도토리,[2024 어워즈/NEW] 롬앤 더 쥬시 래스팅 틴트 23 Color(기획/단품),"(3, 85, 218)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000213153&dispCatNo=100000100020006&trackingCd=Cat100000100020006_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A6%BD%EB%A9%94%EC%9D%B4%ED%81%AC%EC%97%85_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=2
14 아몬드 로즈,[2024 어워즈/NEW] 롬앤 더 쥬시 래스팅 틴트 23 Color(기획/단품),"(1, 61, 244)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000213153&dispCatNo=100000100020006&trackingCd=Cat100000100020006_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A6%BD%EB%A9%94%EC%9D%B4%ED%81%AC%EC%97%85_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=2
15 베어 피그,[2024 어워즈/NEW] 롬앤 더 쥬시 래스팅 틴트 23 Color(기획/단품),"(96, 59, 258)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000213153&dispCatNo=100000100020006&trackingCd=Cat100000100020006_MID&t_page=%EC%B9%B4%ED%85%8C%EA%B3%A0%EB%A6%AC%EA%B4%80&t_click=%EB%A6%BD%EB%A9%94%EC%9D%B4%ED%81%AC%EC%97%85_%EC%A0%84%EC%B2%B4__%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=2
